seed,swept_param,swept_value,total,category
SD,ll_l4s1,64.28571428571429,11,SD
SD,ll_l4s1,65.71428571428572,11,SD
SD,ll_l4s1,67.14285714285714,11,SD
SD,ll_l4s1,68.57142857142857,11,SD
SD,ll_l4s1,70.0,11,SD
SD,gt,-15.0,10,SD
SD,gt,-13.46938775510204,10,SD
SD,gt,-11.938775510204081,10,SD
SD,gt,-10.408163265306122,10,SD
SD,gt,-8.877551020408163,10,SD
SD,gt,-7.346938775510204,10,SD
SD,gt,-5.816326530612246,10,SD
SD,gt,-4.2857142857142865,10,SD
SD,gt,-2.755102040816327,10,SD
SD,gt,-1.2244897959183678,10,SD
SD,gt,0.3061224489795915,10,SD
SD,gt,1.836734693877549,10,SD
SD,gt,3.3673469387755084,10,SD
SD,gt,4.897959183673468,10,SD
SD,gt,6.428571428571427,10,SD
SD,gt,7.959183673469386,9,SD
SD,gt,9.489795918367346,9,SD
SD,gt,11.020408163265305,9,SD
SD,gt,12.551020408163264,9,SD
SD,gt,14.081632653061224,9,SD
SD,gt,15.612244897959183,9,SD
SD,gt,17.14285714285714,9,SD
SD,gt,18.673469387755098,9,SD
SD,gt,20.204081632653057,9,SD
SD,gt,21.734693877551017,9,SD
SD,gt,23.265306122448976,9,SD
SD,gt,24.795918367346935,10,SD
SD,gt,26.326530612244895,10,SD
SD,gt,27.857142857142854,10,SD
SD,gt,29.387755102040813,10,SD
SD,gt,30.918367346938773,10,SD
SD,gt,32.44897959183673,12,SD
SD,gt,33.97959183673469,12,SD
SD,gt,35.51020408163265,12,SD
SD,gt,37.04081632653061,12,SD
SD,gt,38.57142857142857,12,SD
SD,gt,40.10204081632653,12,SD
SD,gt,41.63265306122449,12,SD
SD,gt,43.16326530612245,12,SD
SD,gt,44.69387755102041,12,SD
SD,gt,46.224489795918366,12,SD
SD,gt,47.755102040816325,12,SD
SD,gt,49.28571428571428,12,SD
SD,gt,50.816326530612244,12,SD
SD,gt,52.346938775510196,12,SD
SD,gt,53.87755102040816,12,SD
SD,gt,55.408163265306115,12,SD
SD,gt,56.93877551020408,12,SD
SD,gt,58.469387755102034,12,SD
SD,gt,60.0,12,SD
